"KRAJ","ORP","STRANA","ZKRATKA","BLOK","HLASYABS","HLASYOBEC","HLASYPROC"
"Moravskoslezský","Kopřivnice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",388,10615,3.66
"Plzeňský","Kralovice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",150,6254,2.4
"Středočeský","Kralupy nad Vltavou","PŘÍSAHA občanské hnutí","PŘÍSAHA","",156,7494,2.08
"Karlovarský","Kraslice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",60,3076,1.95
"Moravskoslezský","Kravaře","PŘÍSAHA občanské hnutí","PŘÍSAHA","",91,5794,1.57
"Moravskoslezský","Krnov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",85,6551,1.3
"Jihomoravský","Kuřim","PŘÍSAHA občanské hnutí","PŘÍSAHA","",239,7224,3.31
"Středočeský","Kutná Hora","PŘÍSAHA občanské hnutí","PŘÍSAHA","",264,12894,2.05
"Jihomoravský","Kyjov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",332,15491,2.14
"Liberecký","Liberec","PŘÍSAHA občanské hnutí","PŘÍSAHA","",876,38413,2.28
"Olomoucký","Lipník nad Bečvou","PŘÍSAHA občanské hnutí","PŘÍSAHA","",65,3769,1.72
"Ústecký","Litoměřice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",224,14526,1.54
"Olomoucký","Litovel","PŘÍSAHA občanské hnutí","PŘÍSAHA","",223,6126,3.64
"Ústecký","Litvínov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",102,7702,1.32
"Ústecký","Louny","PŘÍSAHA občanské hnutí","PŘÍSAHA","",217,10474,2.07
"Ústecký","Lovosice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",128,6873,1.86
"Středočeský","Lysá nad Labem","PŘÍSAHA občanské hnutí","PŘÍSAHA","",142,6277,2.26
"Karlovarský","Mariánské Lázně","PŘÍSAHA občanské hnutí","PŘÍSAHA","",75,5492,1.37
"Středočeský","Mělník","PŘÍSAHA občanské hnutí","PŘÍSAHA","",219,10216,2.14
"Jihomoravský","Mikulov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",367,4929,7.45
"Jihočeský","Milevsko","PŘÍSAHA občanské hnutí","PŘÍSAHA","",72,5389,1.34
"Středočeský","Mladá Boleslav","PŘÍSAHA občanské hnutí","PŘÍSAHA","",613,25851,2.37
"Středočeský","Mnichovo Hradiště","PŘÍSAHA občanské hnutí","PŘÍSAHA","",108,5026,2.15
"Olomoucký","Mohelnice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",121,4563,2.65
"Vysočina","Moravské Budějovice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",110,6498,1.69
"Jihomoravský","Moravský Krumlov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",297,6472,4.59
"Ústecký","Most","PŘÍSAHA občanské hnutí","PŘÍSAHA","",222,13966,1.59
"Vysočina","Náměšť nad Oslavou","PŘÍSAHA občanské hnutí","PŘÍSAHA","",84,3649,2.3
"Plzeňský","Nepomuk","PŘÍSAHA občanské hnutí","PŘÍSAHA","",74,3149,2.35
"Středočeský","Neratovice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",164,6893,2.38
"Vysočina","Nové Město na Moravě","PŘÍSAHA občanské hnutí","PŘÍSAHA","",117,5694,2.05
"Liberecký","Nový Bor","PŘÍSAHA občanské hnutí","PŘÍSAHA","",157,6598,2.38
"Moravskoslezský","Nový Jičín","PŘÍSAHA občanské hnutí","PŘÍSAHA","",268,12526,2.14
"Středočeský","Nymburk","PŘÍSAHA občanské hnutí","PŘÍSAHA","",280,10727,2.61
"Plzeňský","Nýřany","PŘÍSAHA občanské hnutí","PŘÍSAHA","",354,13987,2.53
"Moravskoslezský","Odry","PŘÍSAHA občanské hnutí","PŘÍSAHA","",66,3976,1.66
"Olomoucký","Olomouc","PŘÍSAHA občanské hnutí","PŘÍSAHA","",1099,42309,2.6
"Moravskoslezský","Opava","PŘÍSAHA občanské hnutí","PŘÍSAHA","",316,26368,1.2
"Moravskoslezský","Orlová","PŘÍSAHA občanské hnutí","PŘÍSAHA","",156,7708,2.02
"Moravskoslezský","Ostrava","PŘÍSAHA občanské hnutí","PŘÍSAHA","",1449,74563,1.94
"Karlovarský","Ostrov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",54,6684,0.81
"Vysočina","Pacov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",54,2895,1.87
"Vysočina","Pelhřimov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",428,13237,3.23
"Jihočeský","Písek","PŘÍSAHA občanské hnutí","PŘÍSAHA","",164,14460,1.13
"Plzeňský","Plzeň","PŘÍSAHA občanské hnutí","PŘÍSAHA","",1223,46603,2.62
"Ústecký","Podbořany","PŘÍSAHA občanské hnutí","PŘÍSAHA","",48,3726,1.29
"Středočeský","Poděbrady","PŘÍSAHA občanské hnutí","PŘÍSAHA","",203,8743,2.32
"Jihomoravský","Pohořelice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",786,4275,18.39
"Jihočeský","Prachatice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",106,9004,1.18
"Olomoucký","Prostějov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",554,23840,2.32
"Olomoucký","Přerov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",354,19529,1.81
"Plzeňský","Přeštice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",161,6063,2.66
"Středočeský","Příbram","PŘÍSAHA občanské hnutí","PŘÍSAHA","",425,18529,2.29
"Středočeský","Rakovník","PŘÍSAHA občanské hnutí","PŘÍSAHA","",359,13673,2.63
"Plzeňský","Rokycany","PŘÍSAHA občanské hnutí","PŘÍSAHA","",304,12664,2.4
"Jihomoravský","Rosice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",254,7165,3.55
"Ústecký","Roudnice nad Labem","PŘÍSAHA občanské hnutí","PŘÍSAHA","",165,8195,2.01
"Ústecký","Rumburk","PŘÍSAHA občanské hnutí","PŘÍSAHA","",245,6887,3.56
"Moravskoslezský","Rýmařov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",37,3601,1.03
"Středočeský","Říčany","PŘÍSAHA občanské hnutí","PŘÍSAHA","",362,20197,1.79
"Středočeský","Sedlčany","PŘÍSAHA občanské hnutí","PŘÍSAHA","",122,5722,2.13
"Liberecký","Semily","PŘÍSAHA občanské hnutí","PŘÍSAHA","",116,7119,1.63
"Středočeský","Slaný","PŘÍSAHA občanské hnutí","PŘÍSAHA","",322,9659,3.33
"Jihomoravský","Slavkov u Brna","PŘÍSAHA občanské hnutí","PŘÍSAHA","",182,6866,2.65
"Jihočeský","Soběslav","PŘÍSAHA občanské hnutí","PŘÍSAHA","",71,6781,1.05
"Karlovarský","Sokolov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",237,16499,1.44
"Plzeňský","Stod","PŘÍSAHA občanské hnutí","PŘÍSAHA","",126,5288,2.38
"Jihočeský","Strakonice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",182,12114,1.5
"Plzeňský","Stříbro","PŘÍSAHA občanské hnutí","PŘÍSAHA","",78,3881,2.01
"Plzeňský","Sušice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",166,6204,2.68
"Vysočina","Světlá nad Sázavou","PŘÍSAHA občanské hnutí","PŘÍSAHA","",143,5435,2.63
"Jihomoravský","Šlapanice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",696,22246,3.13
"Olomoucký","Šternberk","PŘÍSAHA občanské hnutí","PŘÍSAHA","",129,5686,2.27
"Olomoucký","Šumperk","PŘÍSAHA občanské hnutí","PŘÍSAHA","",432,16842,2.57
"Jihočeský","Tábor","PŘÍSAHA občanské hnutí","PŘÍSAHA","",308,23228,1.33
"Plzeňský","Tachov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",162,7375,2.2
"Liberecký","Tanvald","PŘÍSAHA občanské hnutí","PŘÍSAHA","",93,4731,1.97
"Vysočina","Telč","PŘÍSAHA občanské hnutí","PŘÍSAHA","",89,4011,2.22
"Ústecký","Teplice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",372,22582,1.65
"Jihomoravský","Tišnov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",253,9650,2.62
"Jihočeský","Trhové Sviny","PŘÍSAHA občanské hnutí","PŘÍSAHA","",48,5939,0.81
"Vysočina","Třebíč","PŘÍSAHA občanské hnutí","PŘÍSAHA","",461,20732,2.22
"Jihočeský","Třeboň","PŘÍSAHA občanské hnutí","PŘÍSAHA","",116,6902,1.68
"Moravskoslezský","Třinec","PŘÍSAHA občanské hnutí","PŘÍSAHA","",371,10873,3.41
"Liberecký","Turnov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",177,9736,1.82
"Jihočeský","Týn nad Vltavou","PŘÍSAHA občanské hnutí","PŘÍSAHA","",33,4048,0.82
"Olomoucký","Uničov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",128,5424,2.36
"Ústecký","Ústí nad Labem","PŘÍSAHA občanské hnutí","PŘÍSAHA","",577,26876,2.15
"Ústecký","Varnsdorf","PŘÍSAHA občanské hnutí","PŘÍSAHA","",92,4215,2.18
"Vysočina","Velké Meziříčí","PŘÍSAHA občanské hnutí","PŘÍSAHA","",240,10139,2.37
"Jihomoravský","Veselí nad Moravou","PŘÍSAHA občanské hnutí","PŘÍSAHA","",204,10005,2.04
"Jihočeský","Vimperk","PŘÍSAHA občanské hnutí","PŘÍSAHA","",73,4368,1.67
"Moravskoslezský","Vítkov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",45,3392,1.33
"Středočeský","Vlašim","PŘÍSAHA občanské hnutí","PŘÍSAHA","",176,7147,2.46
"Jihočeský","Vodňany","PŘÍSAHA občanské hnutí","PŘÍSAHA","",38,3279,1.16
"Středočeský","Votice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",60,3174,1.89
"Jihomoravský","Vyškov","PŘÍSAHA občanské hnutí","PŘÍSAHA","",397,14083,2.82
"Olomoucký","Zábřeh","PŘÍSAHA občanské hnutí","PŘÍSAHA","",146,9020,1.62
"Jihomoravský","Znojmo","PŘÍSAHA občanské hnutí","PŘÍSAHA","",1100,24160,4.55
"Ústecký","Žatec","PŘÍSAHA občanské hnutí","PŘÍSAHA","",88,6267,1.4
"Vysočina","Žďár nad Sázavou","PŘÍSAHA občanské hnutí","PŘÍSAHA","",326,11552,2.82
"Liberecký","Železný Brod","PŘÍSAHA občanské hnutí","PŘÍSAHA","",69,3426,2.01
"Jihomoravský","Židlochovice","PŘÍSAHA občanské hnutí","PŘÍSAHA","",437,9874,4.43
"Moravskoslezský","Bílovec","REFERENDUM - Hlas Lidu","REFERENDUM","",16,6541,0.24
"Moravskoslezský","Bohumín","REFERENDUM - Hlas Lidu","REFERENDUM","",20,7426,0.27
"Moravskoslezský","Bruntál","REFERENDUM - Hlas Lidu","REFERENDUM","",52,8174,0.64
"Pardubický","Česká Třebová","REFERENDUM - Hlas Lidu","REFERENDUM","",14,4933,0.28
"Moravskoslezský","Český Těšín","REFERENDUM - Hlas Lidu","REFERENDUM","",9,5560,0.16
"Moravskoslezský","Frenštát pod Radhoštěm","REFERENDUM - Hlas Lidu","REFERENDUM","",7,4916,0.14
"Moravskoslezský","Frýdek-Místek","REFERENDUM - Hlas Lidu","REFERENDUM","",91,28795,0.32
"Moravskoslezský","Frýdlant nad Ostravicí","REFERENDUM - Hlas Lidu","REFERENDUM","",27,7081,0.38
"Moravskoslezský","Havířov","REFERENDUM - Hlas Lidu","REFERENDUM","",109,19353,0.56
"Pardubický","Hlinsko","REFERENDUM - Hlas Lidu","REFERENDUM","",3,6387,0.05
"Moravskoslezský","Hlučín","REFERENDUM - Hlas Lidu","REFERENDUM","",17,11357,0.15
"Pardubický","Holice","REFERENDUM - Hlas Lidu","REFERENDUM","",4,4632,0.09
"Pardubický","Chrudim","REFERENDUM - Hlas Lidu","REFERENDUM","",30,22307,0.13
"Moravskoslezský","Jablunkov","REFERENDUM - Hlas Lidu","REFERENDUM","",10,4680,0.21
"Moravskoslezský","Karviná","REFERENDUM - Hlas Lidu","REFERENDUM","",41,13034,0.31
"Moravskoslezský","Kopřivnice","REFERENDUM - Hlas Lidu","REFERENDUM","",53,10615,0.5
"Moravskoslezský","Kravaře","REFERENDUM - Hlas Lidu","REFERENDUM","",11,5794,0.19
"Moravskoslezský","Krnov","REFERENDUM - Hlas Lidu","REFERENDUM","",15,6551,0.23
"Pardubický","Lanškroun","REFERENDUM - Hlas Lidu","REFERENDUM","",10,5834,0.17
"Pardubický","Litomyšl","REFERENDUM - Hlas Lidu","REFERENDUM","",11,8056,0.14
"Pardubický","Moravská Třebová","REFERENDUM - Hlas Lidu","REFERENDUM","",21,6258,0.34
"Moravskoslezský","Nový Jičín","REFERENDUM - Hlas Lidu","REFERENDUM","",25,12526,0.2
"Moravskoslezský","Odry","REFERENDUM - Hlas Lidu","REFERENDUM","",15,3976,0.38
"Moravskoslezský","Opava","REFERENDUM - Hlas Lidu","REFERENDUM","",84,26368,0.32
"Moravskoslezský","Orlová","REFERENDUM - Hlas Lidu","REFERENDUM","",42,7708,0.54
"Moravskoslezský","Ostrava","REFERENDUM - Hlas Lidu","REFERENDUM","",170,74563,0.23
"Pardubický","Pardubice","REFERENDUM - Hlas Lidu","REFERENDUM","",36,32777,0.11
"Pardubický","Polička","REFERENDUM - Hlas Lidu","REFERENDUM","",13,5333,0.24
"Pardubický","Přelouč","REFERENDUM - Hlas Lidu","REFERENDUM","",11,6777,0.16
"Moravskoslezský","Rýmařov","REFERENDUM - Hlas Lidu","REFERENDUM","",7,3601,0.19
"Pardubický","Svitavy","REFERENDUM - Hlas Lidu","REFERENDUM","",18,7113,0.25
"Moravskoslezský","Třinec","REFERENDUM - Hlas Lidu","REFERENDUM","",16,10873,0.15
"Pardubický","Ústí nad Orlicí","REFERENDUM - Hlas Lidu","REFERENDUM","",15,7081,0.21
"Moravskoslezský","Vítkov","REFERENDUM - Hlas Lidu","REFERENDUM","",8,3392,0.24
"Pardubický","Vysoké Mýto","REFERENDUM - Hlas Lidu","REFERENDUM","",11,8868,0.12
"Pardubický","Žamberk","REFERENDUM - Hlas Lidu","REFERENDUM","",32,8999,0.36
"Karlovarský","Aš","H L A S  pro Karlovarský kraj","SD-SN+SproK","",12,3403,0.35
"Karlovarský","Cheb","H L A S  pro Karlovarský kraj","SD-SN+SproK","",50,10053,0.5
"Karlovarský","Karlovy Vary","H L A S  pro Karlovarský kraj","SD-SN+SproK","",405,21791,1.86
"Karlovarský","Kraslice","H L A S  pro Karlovarský kraj","SD-SN+SproK","",18,3076,0.59
"Karlovarský","Mariánské Lázně","H L A S  pro Karlovarský kraj","SD-SN+SproK","",61,5492,1.11
"Karlovarský","Ostrov","H L A S  pro Karlovarský kraj","SD-SN+SproK","",133,6684,1.99
"Karlovarský","Sokolov","H L A S  pro Karlovarský kraj","SD-SN+SproK","",122,16499,0.74
"Jihomoravský","Blansko","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",559,15996,3.49
"Jihomoravský","Boskovice","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",308,14994,2.05
"Jihomoravský","Brno","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",1239,103518,1.2
"Jihomoravský","Břeclav","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",368,15174,2.43
"Jihomoravský","Bučovice","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",40,4474,0.89
"Jihomoravský","Hodonín","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",119,14897,0.8
"Jihomoravský","Hustopeče","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",482,10479,4.6
"Jihomoravský","Ivančice","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",78,6380,1.22
"Jihomoravský","Kuřim","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",61,7224,0.84
"Jihomoravský","Kyjov","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",266,15491,1.72
"Jihomoravský","Mikulov","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",90,4929,1.83
"Jihomoravský","Moravský Krumlov","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",94,6472,1.45
"Jihomoravský","Pohořelice","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",17,4275,0.4
"Jihomoravský","Rosice","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",78,7165,1.09
"Jihomoravský","Slavkov u Brna","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",160,6866,2.33
"Jihomoravský","Šlapanice","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",277,22246,1.25
"Jihomoravský","Tišnov","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",80,9650,0.83
"Jihomoravský","Veselí nad Moravou","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",62,10005,0.62
"Jihomoravský","Vyškov","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",132,14083,0.94
"Jihomoravský","Znojmo","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",387,24160,1.6
"Jihomoravský","Židlochovice","NESTRANÍCI PRO JIŽNÍ MORAVU","SOM+Nestran2024","",93,9874,0.94
"Pardubický","Česká Třebová","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",29,4933,0.59
"Pardubický","Hlinsko","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",26,6387,0.41
"Pardubický","Holice","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",60,4632,1.3
"Pardubický","Chrudim","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",191,22307,0.86
"Pardubický","Králíky","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",14,2068,0.68
"Pardubický","Lanškroun","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",35,5834,0.6
"Pardubický","Litomyšl","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",39,8056,0.48
"Pardubický","Moravská Třebová","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",33,6258,0.53
"Pardubický","Pardubice","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",944,32777,2.88
"Pardubický","Polička","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",26,5333,0.49
"Pardubický","Přelouč","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",98,6777,1.45
"Pardubický","Svitavy","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",48,7113,0.67
"Pardubický","Ústí nad Orlicí","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",44,7081,0.62
"Pardubický","Vysoké Mýto","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",54,8868,0.61
"Pardubický","Žamberk","NAŠE PARDUBICE - ""Nechme kraj rozkvést""","SPDV+mimozemst.","",49,8999,0.54
"Olomoucký","Hranice","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",9,8488,0.11
"Olomoucký","Jeseník","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",6,6981,0.09
"Olomoucký","Konice","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",7,3417,0.2
"Olomoucký","Lipník nad Bečvou","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",5,3769,0.13
"Olomoucký","Litovel","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",4,6126,0.07
"Olomoucký","Mohelnice","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",4,4563,0.09
"Olomoucký","Olomouc","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",33,42309,0.08
"Olomoucký","Prostějov","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",26,23840,0.11
"Olomoucký","Přerov","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",14,19529,0.07
"Olomoucký","Šternberk","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",2,5686,0.04
"Olomoucký","Šumperk","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",20,16842,0.12
"Olomoucký","Uničov","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",6,5424,0.11
"Olomoucký","Zábřeh","SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-RSČMS","",12,9020,0.13
"Karlovarský","Aš","SRDCEM PRO ...","SRDCEM PRO ...","",6,3403,0.18
"Karlovarský","Cheb","SRDCEM PRO ...","SRDCEM PRO ...","",62,10053,0.62
"Karlovarský","Karlovy Vary","SRDCEM PRO ...","SRDCEM PRO ...","",353,21791,1.62
"Karlovarský","Kraslice","SRDCEM PRO ...","SRDCEM PRO ...","",13,3076,0.42
"Karlovarský","Mariánské Lázně","SRDCEM PRO ...","SRDCEM PRO ...","",18,5492,0.33
"Karlovarský","Ostrov","SRDCEM PRO ...","SRDCEM PRO ...","",147,6684,2.2
"Karlovarský","Sokolov","SRDCEM PRO ...","SRDCEM PRO ...","",170,16499,1.03
"Ústecký","Bílina","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",7,3604,0.19
"Ústecký","Děčín","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",49,18150,0.27
"Ústecký","Chomutov","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",48,15030,0.32
"Ústecký","Kadaň","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",12,7861,0.15
"Ústecký","Litoměřice","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",47,14526,0.32
"Ústecký","Litvínov","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",14,7702,0.18
"Ústecký","Louny","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",34,10474,0.32
"Ústecký","Lovosice","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",41,6873,0.6
"Ústecký","Most","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",60,13966,0.43
"Ústecký","Podbořany","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",11,3726,0.3
"Ústecký","Roudnice nad Labem","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",33,8195,0.4
"Ústecký","Rumburk","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",16,6887,0.23
"Ústecký","Teplice","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",71,22582,0.31
"Ústecký","Ústí nad Labem","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",63,26876,0.23
"Ústecký","Varnsdorf","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",9,4215,0.21
"Ústecký","Žatec","SVOBODNÍ A ŠVÝCARSKÁ DEMOKRACIE","Svob+Švýc.dem.","",10,6267,0.16
"Liberecký","Česká Lípa","SPOLU PRO Liberecký kraj","Svobod+Soukrom","",186,16809,1.11
"Liberecký","Frýdlant","SPOLU PRO Liberecký kraj","Svobod+Soukrom","",75,6353,1.18
"Liberecký","Jablonec nad Nisou","SPOLU PRO Liberecký kraj","Svobod+Soukrom","",206,14029,1.47
"Liberecký","Jilemnice","SPOLU PRO Liberecký kraj","Svobod+Soukrom","",95,6349,1.5
"Liberecký","Liberec","SPOLU PRO Liberecký kraj","Svobod+Soukrom","",631,38413,1.64
"Liberecký","Nový Bor","SPOLU PRO Liberecký kraj","Svobod+Soukrom","",60,6598,0.91
"Liberecký","Semily","SPOLU PRO Liberecký kraj","Svobod+Soukrom","",57,7119,0.8
"Liberecký","Tanvald","SPOLU PRO Liberecký kraj","Svobod+Soukrom","",56,4731,1.18
"Liberecký","Turnov","SPOLU PRO Liberecký kraj","Svobod+Soukrom","",209,9736,2.15
"Liberecký","Železný Brod","SPOLU PRO Liberecký kraj","Svobod+Soukrom","",44,3426,1.28
"Karlovarský","Aš","Svobodní a Soukromníci","Svobod+Soukrom","",9,3403,0.26
"Karlovarský","Cheb","Svobodní a Soukromníci","Svobod+Soukrom","",56,10053,0.56
"Karlovarský","Karlovy Vary","Svobodní a Soukromníci","Svobod+Soukrom","",102,21791,0.47
"Karlovarský","Kraslice","Svobodní a Soukromníci","Svobod+Soukrom","",6,3076,0.2
"Karlovarský","Mariánské Lázně","Svobodní a Soukromníci","Svobod+Soukrom","",32,5492,0.58
"Karlovarský","Ostrov","Svobodní a Soukromníci","Svobod+Soukrom","",29,6684,0.43
"Karlovarský","Sokolov","Svobodní a Soukromníci","Svobod+Soukrom","",97,16499,0.59
"Karlovarský","Aš","Švýcarská demokracie (www.svycarska-demokracie.cz)","Švýcarská dem.","",6,3403,0.18
"Středočeský","Benešov","Švýcarská demokracie (www.svycarska-demokracie.cz)","Švýcarská dem.","",18,16452,0.11
