vol_24,ob_24,odob_24,plhl_24,vol_20,ob_20,odob_20,plhl_20,nazev,okres,kraj
241,111,111,111,242,111,111,110,Mydlovary,České Budějovice,Jihočeský kraj
366,140,140,140,344,173,173,170,Plav,České Budějovice,Jihočeský kraj
175,78,78,78,167,70,70,70,Nákří,České Budějovice,Jihočeský kraj
170,79,79,78,165,79,79,79,Bošilec,České Budějovice,Jihočeský kraj
291,127,127,126,295,121,121,119,Neplachov,České Budějovice,Jihočeský kraj
83,39,39,39,76,41,41,41,Hradce,České Budějovice,Jihočeský kraj
372,179,179,179,382,211,211,209,Úsilné,České Budějovice,Jihočeský kraj
145,71,71,71,131,55,55,55,Hosty,České Budějovice,Jihočeský kraj
239,83,83,83,234,122,122,122,Čakov,České Budějovice,Jihočeský kraj
98,56,56,56,86,67,67,66,Habří,České Budějovice,Jihočeský kraj
210,91,91,89,218,109,109,107,Zvíkov,České Budějovice,Jihočeský kraj
107,48,48,48,100,70,70,69,Hvozdec,České Budějovice,Jihočeský kraj
608,283,283,280,601,306,306,303,Nová Ves,České Budějovice,Jihočeský kraj
265,133,133,132,238,151,151,148,Doubravice,České Budějovice,Jihočeský kraj
114,72,72,72,110,66,66,66,Borovnice,České Budějovice,Jihočeský kraj
251,112,112,108,230,140,140,140,Petříkov,České Budějovice,Jihočeský kraj
480,243,243,241,487,264,264,261,Vidov,České Budějovice,Jihočeský kraj
478,180,180,178,471,223,223,221,Hůry,České Budějovice,Jihočeský kraj
307,127,127,125,285,153,153,153,Jivno,České Budějovice,Jihočeský kraj
342,164,164,163,325,170,170,168,Dubičné,České Budějovice,Jihočeský kraj
361,146,146,145,319,171,171,171,Vráto,České Budějovice,Jihočeský kraj
454,189,189,187,415,171,171,170,Libníč,České Budějovice,Jihočeský kraj
0,0,0,0,712,322,322,321,Adamov,České Budějovice,Jihočeský kraj
85,38,38,38,88,44,44,44,Mokrý Lom,České Budějovice,Jihočeský kraj
119,64,64,63,122,49,49,49,Hlavatce,České Budějovice,Jihočeský kraj
282,134,134,134,273,121,121,121,Komařice,České Budějovice,Jihočeský kraj
367,148,147,142,348,160,160,160,Vitín,České Budějovice,Jihočeský kraj
201,93,93,92,201,112,112,112,Chotýčany,České Budějovice,Jihočeský kraj
40,23,23,23,38,25,25,25,Vlkov,České Budějovice,Jihočeský kraj
178,68,68,68,169,75,75,74,Mazelov,České Budějovice,Jihočeský kraj
259,116,116,116,260,136,136,135,Drahotěšice,České Budějovice,Jihočeský kraj
264,92,92,92,239,56,56,55,Kamenná,České Budějovice,Jihočeský kraj
523,205,205,204,512,229,229,225,Pištín,České Budějovice,Jihočeský kraj
378,163,163,163,392,172,172,170,Zahájí,České Budějovice,Jihočeský kraj
42,25,25,25,52,26,26,26,Strýčice,České Budějovice,Jihočeský kraj
134,67,67,67,138,81,81,78,Břehov,České Budějovice,Jihočeský kraj
148,52,52,52,144,59,59,58,Hartmanice,České Budějovice,Jihočeský kraj
93,48,48,48,90,38,38,38,Horní Kněžeklady,České Budějovice,Jihočeský kraj
85,38,38,37,88,30,30,30,Bečice,České Budějovice,Jihočeský kraj
99,42,41,40,103,36,36,35,Dobšice,České Budějovice,Jihočeský kraj
64878,24147,24111,23942,74408,32063,32060,31713,České Budějovice,České Budějovice,Jihočeský kraj
1243,604,603,596,1246,697,696,687,Borek,České Budějovice,Jihočeský kraj
3292,1252,1248,1239,3294,1451,1447,1438,Borovany,České Budějovice,Jihočeský kraj
1609,692,691,682,1500,762,762,759,Boršov nad Vltavou,České Budějovice,Jihočeský kraj
297,96,96,95,290,93,93,93,Čejkovice,České Budějovice,Jihočeský kraj
491,187,187,187,448,169,169,167,Dívčice,České Budějovice,Jihočeský kraj
1344,510,510,507,1326,509,509,501,Dolní Bukovsko,České Budějovice,Jihočeský kraj
382,144,144,144,379,161,161,160,Doudleby,České Budějovice,Jihočeský kraj
1331,536,536,533,1315,577,577,569,Dříteň,České Budějovice,Jihočeský kraj
1347,570,570,570,1259,660,660,646,Dubné,České Budějovice,Jihočeský kraj
288,106,106,106,260,82,82,81,Dynín,České Budějovice,Jihočeský kraj
4265,1852,1852,1844,4195,2045,2036,2014,Hluboká nad Vltavou,České Budějovice,Jihočeský kraj
1277,588,588,588,1249,641,641,636,Homole,České Budějovice,Jihočeský kraj
1223,418,418,415,1214,452,452,450,Horní Stropnice,České Budějovice,Jihočeský kraj
232,88,88,88,693,350,350,345,Hosín,České Budějovice,Jihočeský kraj
162,41,41,41,146,34,34,34,Hranice,České Budějovice,Jihočeský kraj
1237,568,568,564,1267,647,647,639,Hrdějovice,České Budějovice,Jihočeský kraj
576,213,213,211,598,194,194,192,Chrášťany,České Budějovice,Jihočeský kraj
324,128,128,126,319,171,170,169,Jankov,České Budějovice,Jihočeský kraj
863,343,343,339,815,325,325,317,Jílovice,České Budějovice,Jihočeský kraj
2021,905,905,898,1920,970,970,960,Kamenný Újezd,České Budějovice,Jihočeský kraj
1977,776,775,770,1950,837,837,823,Ledenice,České Budějovice,Jihočeský kraj
323,174,174,170,321,164,164,160,Libín,České Budějovice,Jihočeský kraj
525,244,244,244,504,235,234,232,Lipí,České Budějovice,Jihočeský kraj
3515,1390,1387,1374,3500,1477,1476,1456,Lišov,České Budějovice,Jihočeský kraj
1177,588,588,586,1954,1073,1073,1067,Litvínovice,České Budějovice,Jihočeský kraj
625,257,257,255,579,264,264,261,Ločenice,České Budějovice,Jihočeský kraj
332,128,128,127,323,146,146,145,Mladošovice,České Budějovice,Jihočeský kraj
285,144,144,142,282,150,150,150,Nedabyle,České Budějovice,Jihočeský kraj
1966,698,698,694,2025,828,828,814,Nové Hrady,České Budějovice,Jihočeský kraj
691,266,266,262,653,248,248,247,Olešnice,České Budějovice,Jihočeský kraj
645,237,237,237,642,237,237,235,Olešník,České Budějovice,Jihočeský kraj
167,79,79,78,147,64,64,62,Radošovice,České Budějovice,Jihočeský kraj
1120,507,507,506,968,495,495,488,Roudné,České Budějovice,Jihočeský kraj
1985,817,817,808,2030,952,952,946,Rudolfov,České Budějovice,Jihočeský kraj
752,316,316,314,712,391,391,385,Římov,České Budějovice,Jihočeský kraj
414,217,217,216,413,228,228,223,Sedlec,České Budějovice,Jihočeský kraj
566,208,208,206,545,194,194,194,Slavče,České Budějovice,Jihočeský kraj
2192,905,905,899,2080,1032,1032,1032,Srubec,České Budějovice,Jihočeský kraj
1022,431,431,430,991,514,514,505,Staré Hodějovice,České Budějovice,Jihočeský kraj
420,168,168,167,404,193,193,190,Strážkovice,České Budějovice,Jihočeský kraj
172,87,87,86,172,85,85,85,Střížov,České Budějovice,Jihočeský kraj
484,172,172,169,463,215,215,213,Svatý Jan nad Malší,České Budějovice,Jihočeský kraj
1106,410,410,403,1117,465,465,453,Ševětín,České Budějovice,Jihočeský kraj
738,275,275,274,708,261,261,258,Štěpánovice,České Budějovice,Jihočeský kraj
735,298,298,294,689,267,267,260,Temelín,České Budějovice,Jihočeský kraj
4097,1747,1746,1734,4144,1674,1674,1663,Trhové Sviny,České Budějovice,Jihočeský kraj
6221,2075,2074,2057,6404,2279,2278,2257,Týn nad Vltavou,České Budějovice,Jihočeský kraj
1727,779,779,776,1730,917,916,907,Včelná,České Budějovice,Jihočeský kraj
661,295,295,294,625,326,326,323,Vrábče,České Budějovice,Jihočeský kraj
900,400,400,398,884,382,382,381,Všemyslice,České Budějovice,Jihočeský kraj
294,101,101,101,312,115,115,114,Záboří,České Budějovice,Jihočeský kraj
2827,1023,1023,1019,2916,1132,1131,1116,Zliv,České Budějovice,Jihočeský kraj
363,138,138,138,346,133,133,129,Žabovřesky,České Budějovice,Jihočeský kraj
286,90,90,90,289,108,108,105,Žár,České Budějovice,Jihočeský kraj
509,192,192,190,515,212,212,212,Žimutice,České Budějovice,Jihočeský kraj
239,85,85,84,219,94,94,93,Dražíč,České Budějovice,Jihočeský kraj
221,93,93,92,201,91,91,90,Branišov,České Budějovice,Jihočeský kraj
229,100,100,100,202,95,95,93,Čížkrajice,České Budějovice,Jihočeský kraj
162,86,86,86,157,100,100,98,Heřmaň,České Budějovice,Jihočeský kraj
354,172,171,170,313,159,159,158,Hlincová Hora,České Budějovice,Jihočeský kraj
72,36,36,36,67,29,29,29,Modrá Hůrka,České Budějovice,Jihočeský kraj
45,23,23,23,46,26,26,25,Čenkov u Bechyně,České Budějovice,Jihočeský kraj
46,32,32,32,37,29,29,28,Závraty,České Budějovice,Jihočeský kraj
161,49,49,49,163,35,35,35,Polná na Šumavě,Český Krumlov,Jihočeský kraj
327,97,97,97,324,137,137,136,Nová Ves,Český Krumlov,Jihočeský kraj
81,48,48,48,69,53,53,53,Chlumec,Český Krumlov,Jihočeský kraj
78,42,42,40,74,33,33,32,Zvíkov,Český Krumlov,Jihočeský kraj
259,100,100,100,254,126,126,126,Srnín,Český Krumlov,Jihočeský kraj
253,56,56,56,251,60,60,58,Bohdalovice,Český Krumlov,Jihočeský kraj
144,46,46,46,134,50,50,49,Malšín,Český Krumlov,Jihočeský kraj
124,57,57,57,117,77,77,75,Věžovatá Pláně,Český Krumlov,Jihočeský kraj
9810,3375,3375,3357,10144,4046,4045,3993,Český Krumlov,Český Krumlov,Jihočeský kraj
1018,349,349,340,1015,303,302,298,Benešov nad Černou,Český Krumlov,Jihočeský kraj
654,282,282,282,651,258,258,257,Besednice,Český Krumlov,Jihočeský kraj
844,283,283,281,849,299,299,298,Brloh,Český Krumlov,Jihočeský kraj
462,125,125,125,422,133,133,133,Bujanov,Český Krumlov,Jihočeský kraj
645,216,216,215,651,217,217,212,Černá v Pošumaví,Český Krumlov,Jihočeský kraj
1050,271,271,270,1027,239,239,235,Dolní Dvořiště,Český Krumlov,Jihočeský kraj
1052,421,421,420,1040,450,450,449,Dolní Třebonín,Český Krumlov,Jihočeský kraj
1065,377,377,371,1049,425,424,422,Frymburk,Český Krumlov,Jihočeský kraj
882,426,426,425,862,453,453,450,Holubov,Český Krumlov,Jihočeský kraj
369,91,91,90,377,86,86,84,Horní Dvořiště,Český Krumlov,Jihočeský kraj
1632,548,548,545,1730,498,498,496,Horní Planá,Český Krumlov,Jihočeský kraj
706,155,155,154,699,196,196,193,Hořice na Šumavě,Český Krumlov,Jihočeský kraj
981,317,317,315,990,342,342,339,Chvalšiny,Český Krumlov,Jihočeský kraj
1460,496,496,493,1416,570,570,566,Kájov,Český Krumlov,Jihočeský kraj
5077,1652,1652,1647,5114,1790,1792,1774,Kaplice,Český Krumlov,Jihočeský kraj
2321,945,945,935,2260,957,957,950,Křemže,Český Krumlov,Jihočeský kraj
505,149,149,148,473,191,191,190,Lipno nad Vltavou,Český Krumlov,Jihočeský kraj
1231,277,277,274,1311,307,307,303,Loučovice,Český Krumlov,Jihočeský kraj
1095,268,268,265,1046,305,305,300,Malonty,Český Krumlov,Jihočeský kraj
365,130,130,129,355,107,107,107,Mirkovice,Český Krumlov,Jihočeský kraj
381,158,158,157,392,158,158,157,Netřebice,Český Krumlov,Jihočeský kraj
455,158,158,158,424,145,144,143,Omlenice,Český Krumlov,Jihočeský kraj
180,45,45,43,203,54,54,53,Pohorská Ves,Český Krumlov,Jihočeský kraj
161,70,70,70,164,77,77,76,Přední Výtoň,Český Krumlov,Jihočeský kraj
520,163,163,160,511,157,157,156,Přídolí,Český Krumlov,Jihočeský kraj
154,81,81,81,157,79,79,78,Přísečná,Český Krumlov,Jihočeský kraj
301,93,93,92,298,106,106,105,Rožmberk nad Vltavou,Český Krumlov,Jihočeský kraj
342,91,91,90,344,142,142,142,Rožmitál na Šumavě,Český Krumlov,Jihočeský kraj
296,125,125,125,299,119,119,116,Soběnov,Český Krumlov,Jihočeský kraj
197,65,65,65,192,73,73,69,Světlík,Český Krumlov,Jihočeský kraj
3035,1051,1051,1040,3148,1249,1245,1227,Velešín,Český Krumlov,Jihočeský kraj
2980,843,843,832,3008,956,956,944,Větřní,Český Krumlov,Jihočeský kraj
1736,478,477,473,1788,615,615,599,Vyšší Brod,Český Krumlov,Jihočeský kraj
625,204,204,203,631,245,245,244,Zlatá Koruna,Český Krumlov,Jihočeský kraj
336,119,119,119,323,135,135,135,Zubčice,Český Krumlov,Jihočeský kraj
306,126,126,123,299,138,138,136,Střítež,Český Krumlov,Jihočeský kraj
225,112,112,111,199,106,106,105,Mojné,Český Krumlov,Jihočeský kraj
60,34,34,34,68,35,35,34,Doňov,Jindřichův Hradec,Jihočeský kraj
146,62,62,62,147,49,49,49,Pleše,Jindřichův Hradec,Jihočeský kraj
57,32,32,32,58,25,25,24,Újezdec,Jindřichův Hradec,Jihočeský kraj
75,26,26,26,65,41,41,39,Višňová,Jindřichův Hradec,Jihočeský kraj
95,31,31,31,92,38,38,38,Záhoří,Jindřichův Hradec,Jihočeský kraj
371,122,122,122,372,116,116,116,Peč,Jindřichův Hradec,Jihočeský kraj
99,40,40,39,108,36,36,35,Březina,Jindřichův Hradec,Jihočeský kraj
169,74,74,74,153,52,52,52,Ratiboř,Jindřichův Hradec,Jihočeský kraj
175,63,63,61,175,86,86,85,Roseč,Jindřichův Hradec,Jihočeský kraj
435,106,106,104,476,158,158,156,Střížovice,Jindřichův Hradec,Jihočeský kraj
129,46,46,46,140,51,51,50,Kostelní Vydří,Jindřichův Hradec,Jihočeský kraj
349,149,149,149,334,133,133,131,Lužnice,Jindřichův Hradec,Jihočeský kraj
73,35,35,34,68,32,32,31,Záblatí,Jindřichův Hradec,Jihočeský kraj
375,145,144,143,381,160,160,159,Plavsko,Jindřichův Hradec,Jihočeský kraj
241,114,114,113,244,108,108,106,Kostelní Radouň,Jindřichův Hradec,Jihočeský kraj
164,66,66,66,166,68,68,67,Červený Hrádek,Jindřichův Hradec,Jihočeský kraj
276,135,135,135,275,123,123,120,Dvory nad Lužnicí,Jindřichův Hradec,Jihočeský kraj
157,66,66,65,155,63,63,61,Cep,Jindřichův Hradec,Jihočeský kraj
60,33,33,33,63,28,28,28,Dívčí Kopy,Jindřichův Hradec,Jihočeský kraj
94,53,53,53,83,41,41,40,Žďár,Jindřichův Hradec,Jihočeský kraj
16567,5732,5728,5673,17202,6716,6711,6617,Jindřichův Hradec,Jindřichův Hradec,Jihočeský kraj
177,64,64,64,177,73,73,69,Budeč,Jindřichův Hradec,Jihočeský kraj
555,213,213,212,562,186,186,184,Budíškovice,Jindřichův Hradec,Jihočeský kraj
444,132,132,131,436,153,153,152,Cizkrajov,Jindřichův Hradec,Jihočeský kraj
2313,560,560,557,2412,682,681,669,České Velenice,Jindřichův Hradec,Jihočeský kraj
720,250,250,250,757,272,271,264,Český Rudolec,Jindřichův Hradec,Jihočeský kraj
577,211,211,211,598,231,231,226,Číměř,Jindřichův Hradec,Jihočeský kraj
5872,2147,2147,2135,6013,2341,2341,2321,Dačice,Jindřichův Hradec,Jihočeský kraj
492,137,137,135,499,110,110,109,Dešná,Jindřichův Hradec,Jihočeský kraj
604,221,221,220,605,241,241,228,Deštná,Jindřichův Hradec,Jihočeský kraj
188,97,97,97,180,93,93,93,Hatín,Jindřichův Hradec,Jihočeský kraj
74,41,41,40,74,40,40,39,Heřmaneč,Jindřichův Hradec,Jihočeský kraj
491,161,161,161,483,180,180,177,Horní Pěna,Jindřichův Hradec,Jihočeský kraj
219,76,76,76,204,69,69,69,Horní Radouň,Jindřichův Hradec,Jihočeský kraj
347,102,102,101,336,114,114,114,Hospříz,Jindřichův Hradec,Jihočeský kraj
259,122,122,121,268,128,128,128,Hříšice,Jindřichův Hradec,Jihočeský kraj
737,239,239,238,1631,539,539,530,Chlum u Třeboně,Jindřichův Hradec,Jihočeský kraj
898,386,386,384,898,432,432,424,Jarošov nad Nežárkou,Jindřichův Hradec,Jihočeský kraj
1811,646,646,643,1803,637,635,618,Kardašova Řečice,Jindřichův Hradec,Jihočeský kraj
1156,431,431,430,1181,485,485,483,Kunžak,Jindřichův Hradec,Jihočeský kraj
461,162,162,162,448,140,140,138,Lásenice,Jindřichův Hradec,Jihočeský kraj
565,214,214,212,549,148,148,146,Lodhéřov,Jindřichův Hradec,Jihočeský kraj
1445,557,557,554,1483,517,517,508,Lomnice nad Lužnicí,Jindřichův Hradec,Jihočeský kraj
377,128,128,127,400,141,141,139,Majdalena,Jindřichův Hradec,Jihočeský kraj
2587,729,729,727,2630,811,809,797,Nová Bystřice,Jindřichův Hradec,Jihočeský kraj
1775,524,524,523,1852,567,566,557,Nová Včelnice,Jindřichův Hradec,Jihočeský kraj
569,241,241,238,572,266,264,262,Novosedly nad Nežárkou,Jindřichův Hradec,Jihočeský kraj
412,105,105,105,402,117,117,117,Písečné,Jindřichův Hradec,Jihočeský kraj
489,183,183,181,495,155,155,151,Pluhův Žďár,Jindřichův Hradec,Jihočeský kraj
390,142,142,142,398,133,133,132,Popelín,Jindřichův Hradec,Jihočeský kraj
465,144,144,144,459,163,163,156,Rapšach,Jindřichův Hradec,Jihočeský kraj
492,220,220,220,480,257,257,256,Rodvínov,Jindřichův Hradec,Jihočeský kraj
1901,638,638,629,1958,679,679,669,Slavonice,Jindřichův Hradec,Jihočeský kraj
430,140,140,138,443,134,134,133,Staré Hobzí,Jindřichův Hradec,Jihočeský kraj
387,118,118,118,381,100,100,100,Staré Město pod Landštejnem,Jindřichův Hradec,Jihočeský kraj
717,255,255,254,715,274,274,267,Stráž nad Nežárkou,Jindřichův Hradec,Jihočeský kraj
1144,379,379,377,1175,364,363,357,Strmilov,Jindřichův Hradec,Jihočeský kraj
376,190,190,189,382,159,159,153,Stříbřec,Jindřichův Hradec,Jihočeský kraj
1802,723,721,715,1872,717,716,702,Studená,Jindřichův Hradec,Jihočeský kraj
2832,960,959,954,2902,999,998,983,Suchdol nad Lužnicí,Jindřichův Hradec,Jihočeský kraj
6661,2543,2534,2511,6740,2825,2824,2781,Třeboň,Jindřichův Hradec,Jihočeský kraj
603,263,263,263,580,252,252,245,Volfířov,Jindřichův Hradec,Jihočeský kraj
199,88,88,87,197,91,91,91,Zahrádky,Jindřichův Hradec,Jihočeský kraj
48,17,17,17,44,23,23,23,Drunče,Jindřichův Hradec,Jihočeský kraj
56,23,23,23,57,30,30,29,Rosička,Jindřichův Hradec,Jihočeský kraj
119,49,49,47,111,52,52,52,Světce,Jindřichův Hradec,Jihočeský kraj
57,29,29,29,69,27,27,27,Vícemil,Jindřichův Hradec,Jihočeský kraj
89,37,37,37,92,29,29,29,Smržov,Jindřichův Hradec,Jihočeský kraj
146,60,60,60,154,59,59,56,Bednáreček,Jindřichův Hradec,Jihočeský kraj
190,82,82,82,150,77,77,76,Horní Skrýchov,Jindřichův Hradec,Jihočeský kraj
88,47,47,47,89,51,51,51,Pístina,Jindřichův Hradec,Jihočeský kraj
232,99,98,95,215,94,92,89,Příbraz,Jindřichův Hradec,Jihočeský kraj
398,157,157,156,388,144,144,142,Člunek,Jindřichův Hradec,Jihočeský kraj
385,153,153,153,365,145,145,142,Blažejov,Jindřichův Hradec,Jihočeský kraj
114,53,53,53,110,53,53,50,Horní Slatina,Jindřichův Hradec,Jihočeský kraj
238,114,114,114,245,117,116,112,Třebětice,Jindřichův Hradec,Jihočeský kraj
284,80,80,79,273,93,93,89,Nová Ves nad Lužnicí,Jindřichův Hradec,Jihočeský kraj
178,56,56,56,181,61,61,59,Staňkov,Jindřichův Hradec,Jihočeský kraj
280,97,97,97,293,102,102,100,Hamr,Jindřichův Hradec,Jihočeský kraj
35,19,19,19,38,18,18,18,Dobrohošť,Jindřichův Hradec,Jihočeský kraj
37,6,6,6,43,17,17,17,Županovice,Jindřichův Hradec,Jihočeský kraj
80,35,35,35,95,48,48,48,Polště,Jindřichův Hradec,Jihočeský kraj
326,164,164,162,290,132,132,131,Dolní Pěna,Jindřichův Hradec,Jihočeský kraj
182,74,74,74,175,86,86,83,Okrouhlá Radouň,Jindřichův Hradec,Jihočeský kraj
88,45,44,44,81,44,44,44,Kačlehy,Jindřichův Hradec,Jihočeský kraj
90,47,47,45,92,44,44,43,Bednárec,Jindřichův Hradec,Jihočeský kraj
193,81,81,81,187,74,73,73,Velký Ratmírov,Jindřichův Hradec,Jihočeský kraj
127,62,62,62,117,63,63,61,Dolní Žďár,Jindřichův Hradec,Jihočeský kraj
108,44,44,44,104,36,36,34,Vydří,Jindřichův Hradec,Jihočeský kraj
125,56,56,56,124,51,51,50,Frahelž,Jindřichův Hradec,Jihočeský kraj
67,24,24,24,69,30,30,30,Ponědrážka,Jindřichův Hradec,Jihočeský kraj
106,41,41,39,101,38,38,37,Ponědraž,Jindřichův Hradec,Jihočeský kraj
136,63,63,60,148,71,71,69,Klec,Jindřichův Hradec,Jihočeský kraj
38,27,27,26,41,25,24,24,Hadravova Rosička,Jindřichův Hradec,Jihočeský kraj
81,47,47,47,91,55,55,54,Báňovice,Jindřichův Hradec,Jihočeský kraj
100,34,34,34,105,42,42,41,Nová Olešná,Jindřichův Hradec,Jihočeský kraj
77,31,31,29,78,14,14,14,Bořetín,Jindřichův Hradec,Jihočeský kraj
95,48,48,47,99,53,53,51,Jilem,Jindřichův Hradec,Jihočeský kraj
67,28,28,28,60,26,26,26,Horní Němčice,Jindřichův Hradec,Jihočeský kraj
149,68,68,68,154,84,84,83,Halámky,Jindřichův Hradec,Jihočeský kraj
181,75,75,75,172,65,65,65,Dunajovice,Jindřichův Hradec,Jihočeský kraj
72,28,28,28,65,28,28,28,Hrachoviště,Jindřichův Hradec,Jihočeský kraj
328,136,136,134,306,125,125,124,Domanín,Jindřichův Hradec,Jihočeský kraj
64,25,25,25,59,22,22,21,Kamenný Malíkov,Jindřichův Hradec,Jihočeský kraj
45,20,20,20,42,16,16,16,Vlčetínec,Jindřichův Hradec,Jihočeský kraj
85,35,35,35,81,26,26,26,Horní Meziříčko,Jindřichův Hradec,Jihočeský kraj
476,207,207,207,448,178,178,173,Předotice,Písek,Jihočeský kraj
78,51,51,50,80,40,40,39,Křižanov,Písek,Jihočeský kraj
62,27,27,27,58,22,22,22,Okrouhlá,Písek,Jihočeský kraj
71,32,32,32,75,45,45,45,Stehlovice,Písek,Jihočeský kraj
22506,7580,7578,7529,23331,8769,8756,8594,Písek,Písek,Jihočeský kraj
803,305,305,303,752,304,304,302,Albrechtice nad Vltavou,Písek,Jihočeský kraj
1156,419,419,414,1112,411,410,402,Bernartice,Písek,Jihočeský kraj
295,96,95,93,302,118,118,118,Božetice,Písek,Jihočeský kraj
244,96,96,95,241,98,98,96,Branice,Písek,Jihočeský kraj
119,53,53,53,124,62,62,59,Cerhonice,Písek,Jihočeský kraj
830,264,264,261,829,265,265,257,Čimelice,Písek,Jihočeský kraj
1017,356,355,354,970,355,355,345,Čížová,Písek,Jihočeský kraj
851,362,362,360,749,344,344,333,Dobev,Písek,Jihočeský kraj
502,202,202,200,462,210,210,207,Drhovle,Písek,Jihočeský kraj
242,78,78,78,220,88,88,87,Heřmaň,Písek,Jihočeský kraj
234,107,107,107,223,113,113,111,Hrazany,Písek,Jihočeský kraj
399,185,185,185,381,182,182,180,Hrejkovice,Písek,Jihočeský kraj
850,291,291,290,852,300,300,296,Chyšky,Písek,Jihočeský kraj
237,90,90,90,227,102,102,100,Jetětice,Písek,Jihočeský kraj
564,211,211,208,566,242,240,229,Kestřany,Písek,Jihočeský kraj
480,191,191,188,481,149,149,148,Kluky,Písek,Jihočeský kraj
327,135,135,135,333,116,116,114,Kostelec nad Vltavou,Písek,Jihočeský kraj
1237,515,515,511,1235,554,554,546,Kovářov,Písek,Jihočeský kraj
156,69,69,69,167,76,76,76,Králova Lhota,Písek,Jihočeský kraj
144,69,69,69,140,76,76,74,Kučeř,Písek,Jihočeský kraj
223,63,63,63,224,64,64,64,Lety,Písek,Jihočeský kraj
6587,2249,2248,2237,6867,2540,2538,2498,Milevsko,Písek,Jihočeský kraj
982,338,338,336,953,326,326,322,Mirotice,Písek,Jihočeský kraj
1210,466,466,456,1258,393,393,375,Mirovice,Písek,Jihočeský kraj
205,60,60,60,216,70,70,67,Mišovice,Písek,Jihočeský kraj
80,35,35,35,77,25,25,25,Myslín,Písek,Jihočeský kraj
131,71,71,71,126,51,51,51,Nevězice,Písek,Jihočeský kraj
252,78,78,78,249,95,95,95,Orlík nad Vltavou,Písek,Jihočeský kraj
265,126,126,126,270,118,118,115,Oslov,Písek,Jihočeský kraj
299,88,88,88,284,96,96,96,Ostrovec,Písek,Jihočeský kraj
311,86,86,86,307,102,102,100,Podolí I,Písek,Jihočeský kraj
3777,1316,1316,1312,3861,1278,1277,1254,Protivín,Písek,Jihočeský kraj
232,70,70,70,238,71,71,70,Přeštěnice,Písek,Jihočeský kraj
436,162,162,161,420,178,178,175,Putim,Písek,Jihočeský kraj
340,118,118,118,328,105,105,105,Ražice,Písek,Jihočeský kraj
1109,408,408,405,1132,396,396,392,Sepekov,Písek,Jihočeský kraj
238,90,90,90,235,105,105,104,Skály,Písek,Jihočeský kraj
292,120,120,120,283,122,122,120,Slabčice,Písek,Jihočeský kraj
219,89,89,89,213,93,93,92,Smetanova Lhota,Písek,Jihočeský kraj
144,56,56,56,139,54,54,54,Tálín,Písek,Jihočeský kraj
192,68,68,68,174,53,53,53,Veselíčko,Písek,Jihočeský kraj
268,120,120,119,268,89,89,89,Vráž,Písek,Jihočeský kraj
159,58,58,57,148,57,57,57,Vrcovice,Písek,Jihočeský kraj
625,214,214,212,646,221,221,214,Záhoří,Písek,Jihočeský kraj
283,110,110,109,295,130,130,129,Zbelítov,Písek,Jihočeský kraj
142,32,32,32,135,20,20,20,Zběšičky,Písek,Jihočeský kraj
248,87,87,87,258,116,116,115,Zhoř,Písek,Jihočeský kraj
62,37,37,37,59,33,33,32,Probulov,Písek,Jihočeský kraj
115,45,45,44,120,55,55,54,Přeborov,Písek,Jihočeský kraj
118,50,50,49,110,42,42,41,Horosedly,Písek,Jihočeský kraj
43,20,20,20,46,28,28,28,Kožlí,Písek,Jihočeský kraj
181,48,48,48,176,58,58,58,Rakovice,Písek,Jihočeský kraj
113,37,37,37,101,34,34,34,Jickovice,Písek,Jihočeský kraj
161,65,65,63,155,57,57,57,Boudy,Písek,Jihočeský kraj
27,17,17,16,32,20,20,20,Minice,Písek,Jihočeský kraj
95,55,55,55,91,57,57,53,Nerestce,Písek,Jihočeský kraj
169,81,81,81,168,87,87,87,Zvíkovské Podhradí,Písek,Jihočeský kraj
147,72,72,71,149,89,89,89,Křenovice,Písek,Jihočeský kraj
109,44,44,44,103,53,53,52,Olešná,Písek,Jihočeský kraj
161,62,62,62,166,68,68,68,Varvažov,Písek,Jihočeský kraj
147,62,62,62,146,49,49,49,Paseky,Písek,Jihočeský kraj
117,52,52,51,98,40,40,40,Temešvár,Písek,Jihočeský kraj
73,36,36,36,70,22,22,21,Vojníkov,Písek,Jihočeský kraj
190,66,66,65,181,87,87,85,Dolní Novosedly,Písek,Jihočeský kraj
174,86,86,86,177,84,84,84,Borovany,Písek,Jihočeský kraj
85,41,41,38,88,43,43,43,Květov,Písek,Jihočeský kraj
116,38,38,38,110,46,46,46,Osek,Písek,Jihočeský kraj
183,73,73,72,172,73,73,72,Vlastec,Písek,Jihočeský kraj
117,40,40,40,119,36,36,36,Vlksice,Písek,Jihočeský kraj
208,85,85,85,214,84,84,80,Žďár,Písek,Jihočeský kraj
73,24,24,23,70,32,32,32,Nicov,Prachatice,Jihočeský kraj
54,20,20,20,54,22,22,21,Vrbice,Prachatice,Jihočeský kraj
100,40,40,38,100,38,37,37,Žárovná,Prachatice,Jihočeský kraj
168,66,66,66,157,70,70,68,Lipovice,Prachatice,Jihočeský kraj
41,18,18,18,43,24,24,24,Kratušín,Prachatice,Jihočeský kraj
75,33,33,33,77,42,42,41,Dvory,Prachatice,Jihočeský kraj
85,42,42,42,81,39,39,38,Drslavice,Prachatice,Jihočeský kraj
60,28,28,28,61,33,33,32,Zábrdí,Prachatice,Jihočeský kraj
